0,0.9999999955081296,0
0,0.9743834671448152,0
0,0.9999999999999999,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,0.9999999997615195,0
0,1.0,0
0,1.0,0
0,0.9999998260336563,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.3777545775932436,0
0,0.9999999999135835,0
0,1.0,0
0,0.9999890293525272,0
0,1.0,0
0,1.0,0
0,0.9999999999135835,0
0,1.0,0
0,0.9999999999135835,0
0,1.0,0
0,1.0,0
0,0.9999999997615195,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,0.9997897224697276,0
0,0.9999999999998669,0
0,0.714721480909989,0
0,1.0,0
0,0.9948913260182994,0
0,0.9999977834735069,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9910169471658374,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
1,0.7940961537232091,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999987591,0
1,0.8726821594618844,0
0,0.9999999997615195,0
1,0.5910019337988552,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9948913260182994,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999982805918,0
0,1.0,0
0,1.0,0
0,0.9999950196705476,0
0,1.0,0
0,0.9999977834735069,0
0,1.0,0
1,0.6979234895151842,0
1,0.9999999981242129,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9846191386468859,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9349085508482831,0
0,0.9999999999998669,0
0,0.999999999989258,0
0,0.9984687654287829,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9743834671448152,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,0.9999990325998542,0
0,1.0,0
0,0.714721480909989,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999977834735069,0
0,0.9997897224697276,0
0,1.0,0
0,0.9999999999999997,0
0,1.0,0
0,0.9999998260336563,0
0,1.0,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999995858373918,0
0,0.9999999999999997,0
0,1.0,0
0,0.9910169471658374,0
0,1.0,0
0,1.0,0
0,0.9743834671448152,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,0.9999999999995898,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999977834735069,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9991916073076598,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999998260336563,0
1,0.8726821594618844,0
0,1.0,0
1,0.8726821594618844,0
0,0.9999999999135835,0
0,1.0,0
0,1.0,0
0,0.9585479237111537,0
1,0.9999999981242129,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999135835,0
0,0.9999999999999997,0
0,1.0,0
1,0.8726821594618844,0
0,0.9999999997615195,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,0.9998962648464075,0
1,0.8726821594618844,0
0,0.9948913260182994,0
0,0.9999999997615195,0
0,0.9999995858373918,0
0,1.0,0
0,0.999999999989258,0
0,1.0,0
0,1.0,0
0,0.9999999999963154,0
0,1.0,0
0,1.0,0
0,0.9999999999999868,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999977834735069,0
0,1.0,0
1,0.9999999981242129,0
0,1.0,0
0,0.9999999999135835,0
0,0.9999995858373918,0
0,0.999999999989258,0
0,1.0,0
0,1.0,0
0,0.9991916073076598,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,0.999999999989258,0
0,0.9999999999995898,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999890293525272,0
0,0.9999999999999868,0
0,0.9910169471658374,0
1,0.9999999981242129,0
0,1.0,0
1,0.3777545775932436,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.999999999989258,0
0,1.0,0
1,0.7940961537232091,0
0,1.0,0
1,0.9999999981242129,0
0,0.9997897224697276,0
0,1.0,0
0,1.0,0
0,0.9999995858373918,0
0,0.9999999999999988,0
0,0.9846191386468859,0
0,1.0,0
0,0.9999999999999988,0
0,1.0,0
0,0.9999999999999868,0
0,0.9999999955081296,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9997897224697276,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.714721480909989,0
0,0.9999999999135835,0
0,1.0,0
0,0.9999999999135835,0
0,1.0,0
1,0.9999999981242129,0
0,0.9999999999135835,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,0.714721480909989,0
0,0.9948913260182994,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
1,0.8726821594618844,0
0,0.9999999999963154,0
0,0.9999977834735069,0
0,0.9948913260182994,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999709887927,0
0,1.0,0
0,0.9585479237111537,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,0.9999990325998542,0
0,1.0,0
0,0.9999950196705476,0
0,1.0,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,0.9999999999135835,0
0,0.9999999999135835,0
0,0.9999999999999988,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999988,0
0,1.0,0
0,0.9948913260182994,0
0,1.0,0
0,0.9997897224697276,0
0,0.9948913260182994,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999998260336563,0
0,1.0,0
0,0.9999950196705476,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999995898,0
0,1.0,0
0,0.9999999999135835,0
0,0.9948913260182994,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999999955081296,0
0,0.9999999955081296,0
0,1.0,0
0,0.9997897224697276,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999977834735069,0
0,0.9999998260336563,0
0,1.0,0
0,0.9999999999999997,0
0,1.0,0
0,1.0,0
0,0.999999999989258,0
0,1.0,0
0,0.9999999993537771,0
1,0.8726821594618844,0
0,1.0,0
1,0.8726821594618844,0
0,1.0,0
0,0.9999995858373918,0
1,0.8726821594618844,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.9999999981242129,0
0,1.0,0
0,0.9999999999995898,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9991916073076598,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999998260336563,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.714721480909989,0
0,1.0,0
0,1.0,0
1,0.7940961537232091,0
0,1.0,0
1,0.9999999981242129,0
0,1.0,0
1,0.9999999981242129,0
0,0.9999999955081296,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9995830241641135,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.714721480909989,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9846191386468859,0
0,1.0,0
0,1.0,0
0,0.714721480909989,0
1,0.8726821594618844,0
0,0.9999999999135835,0
0,1.0,0
0,1.0,0
0,0.9999999999135835,0
0,1.0,0
0,0.714721480909989,0
0,0.9997897224697276,0
0,0.9999995858373918,0
0,1.0,0
0,1.0,0
0,0.9948913260182994,0
0,1.0,0
0,0.9999999282910702,0
0,0.9999999999999988,0
0,1.0,0
0,0.9984687654287829,0
0,0.714721480909989,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9846191386468859,0
1,0.8726821594618844,0
0,0.9743834671448152,0
